Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings
O=S(=O)(O)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,808.2160000000003,8.913500000000003,241.78740700356957,54.370000000000005,1.0,2.0,14.0,0.0
C=CCC(O)(C(F)(F)F)C(F)(F)C(F)(Cl)C(F)(F)Cl,341.025,4.227400000000001,111.32929222579078,20.23,1.0,1.0,5.0,0.0
Nc1nc2ccc(OCC(F)(F)C(F)F)cc2s1,280.2459999999999,3.157700000000001,103.18348278400453,48.14,1.0,4.0,4.0,2.0
FC(F)C(F)(F)OC1CCCCC1,200.17499999999995,3.1936000000000018,74.0637015162884,9.23,0.0,1.0,3.0,1.0
O=C1OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,420.121,4.650700000000001,133.55847170096834,35.53,0.0,3.0,6.0,1.0
CC(C)COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,552.177,6.058200000000003,175.4348160388992,44.760000000000005,0.0,4.0,9.0,0.0
O=C(O)c1ccc(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,448.22799999999995,5.680300000000002,154.60607266300167,46.53,1.0,2.0,9.0,1.0
COC(=O)C(=O)C(F)(F)C(F)(F)F,206.06599999999997,0.9260999999999998,68.46328592964157,43.370000000000005,0.0,3.0,2.0,0.0
CCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,710.4560000000002,10.875399999999988,243.55315964410065,26.3,0.0,2.0,21.0,0.0
C[N+](C)(CCC(=O)O)CC(O)CC(F)(F)C(F)(F)F,294.23999999999995,1.4860999999999995,106.57120183326467,57.53,2.0,2.0,7.0,0.0
O=C(N1CCc2ccccc21)C(F)(F)C(F)(F)C(F)(F)F,315.18799999999993,3.4086000000000016,113.69532824307815,20.310000000000002,0.0,1.0,2.0,2.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,476.1260000000001,5.7847000000000035,147.31048809751925,12.53,0.0,1.0,8.0,1.0
O=c1ccn(-c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,489.23099999999994,6.032800000000003,168.42125181756725,22.0,0.0,2.0,6.0,2.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1114.1620000000007,13.339299999999998,330.47681360822605,37.3,1.0,1.0,20.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[CH2][Sn]([Br])([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1239.8970000000006,15.71349999999999,339.70202649491677,0.0,0.0,0.0,21.0,0.0
COc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1,440.66700000000003,4.482900000000002,144.11069126155613,52.6,0.0,4.0,6.0,1.0
C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-],728.4180000000001,3.6663000000000023,240.52423736061112,114.81,1.0,5.0,18.0,0.0
CCCCCCCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,348.24899999999997,5.176000000000004,121.03766666472434,20.23,1.0,1.0,9.0,0.0
FC(F)(F)C1(F)OC(F)(C(F)(F)F)C(F)(F)C1(F)F,316.04099999999994,3.7434,94.65810051090504,9.23,0.0,1.0,0.0,1.0
O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F,241.08199999999997,1.3494000000000002,78.678465272536,40.129999999999995,0.0,2.0,4.0,0.0
C=CC(=O)OCCCCOc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,638.3140000000002,8.040700000000005,217.4186462120653,35.53,0.0,3.0,14.0,1.0
FC(F)C(F)(C(F)(F)F)[Si](Cl)(Cl)Cl,285.47400000000005,3.7165999999999997,83.86921321251587,0.0,0.0,0.0,2.0,0.0
O=S(=O)(O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,344.1509999999999,2.0509000000000004,104.47664998838533,74.60000000000001,2.0,3.0,5.0,0.0
COc1ccccc1C(=O)C=C(C(F)(F)F)C(F)(F)F,298.1819999999999,3.9289000000000014,109.1997325208004,26.3,0.0,2.0,3.0,1.0
C[C@@H](n1ncn(-c2ccc(OCC(F)(F)C(F)F)cc2)c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,542.4400000000002,3.331900000000002,210.08352840017946,99.99000000000001,1.0,9.0,10.0,4.0
CCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,316.2069999999999,5.591100000000003,109.18888776594747,0.0,0.0,0.0,7.0,0.0
CCS(=O)(=O)N(CC(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],623.3220000000001,0.35889999999999955,229.966646246159,77.51,0.0,4.0,11.0,0.0
FC1(F)CC(CCl)C1(F)F,176.54,2.5157000000000007,60.158596170473366,0.0,0.0,0.0,1.0,1.0
OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,276.09799999999996,3.0031000000000008,88.52335306055706,20.23,1.0,1.0,4.0,0.0
C[N+](C)(C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,470.354,1.2801999999999996,160.05454559858188,77.51,0.0,4.0,11.0,0.0
C=C(CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-],624.2890000000001,4.301200000000003,199.44930486180195,77.51,0.0,4.0,13.0,0.0
C=C(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,304.1079999999999,3.5314000000000005,99.3691287523083,26.3,0.0,2.0,2.0,0.0
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,728.1330000000003,8.647000000000004,219.27365236063014,37.3,1.0,1.0,13.0,0.0
CCOP(OCC)(OCC)=C(C(F)(F)F)C(F)(F)F,316.17799999999994,4.155500000000003,106.59533802691023,27.69,0.0,3.0,6.0,0.0
FC(F)=C(F)OC(F)(F)C(F)(F)Cl,232.48199999999997,3.4625000000000004,71.72003361570731,9.23,0.0,1.0,3.0,0.0
CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,515.288,3.3433000000000033,165.3339630685546,66.84,1.0,4.0,12.0,0.0
O=[N+]([O-])C1=C(F)C(F)(F)C(F)(Br)C(F)(F)C1(F)F,349.959,3.4244,100.71333396565014,43.14,0.0,2.0,1.0,1.0
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,320.19499999999994,4.397400000000002,108.30778243593114,20.23,1.0,1.0,8.0,0.0
CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,504.13599999999997,5.544000000000002,157.89076033602575,34.14,0.0,2.0,9.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COc1nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,825.2100000000003,8.412600000000003,258.37457034581456,66.36,0.0,6.0,15.0,1.0
CN(C)CCC[NH2+]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-],570.7460000000001,0.16689999999999972,181.46021032886165,53.99,1.0,3.0,11.0,0.0
CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,721.2390000000003,7.849600000000007,225.27077735373047,23.47,1.0,2.0,14.0,0.0
CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,409.14199999999994,1.7233,129.11222588382518,67.77,1.0,2.0,4.0,0.0
O=C(Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,344.50699999999995,3.6502,106.20875031979398,17.07,0.0,1.0,1.0,1.0
C=CCNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,403.18199999999996,4.890900000000002,131.40089156126047,12.03,1.0,1.0,9.0,0.0
O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,707.1990000000003,5.863200000000002,212.1922645961551,83.47,2.0,3.0,13.0,0.0
CCOP(=O)(OCC)C1=C(P(=O)(OCC)OCC)C(F)(F)C1(F)F,398.22600000000006,5.014400000000004,137.10038346290688,71.06,0.0,6.0,10.0,1.0
O=C(CC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,258.06399999999996,2.2746000000000004,82.21128902331,34.14,0.0,2.0,3.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)F,354.49299999999994,4.921500000000001,105.0191880647353,0.0,0.0,0.0,3.0,0.0
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,502.11699999999996,5.252600000000001,145.19437850567198,34.14,0.0,2.0,7.0,0.0
Oc1ccc(OCC(F)(F)C(F)F)cc1,224.153,2.671400000000001,83.09615005609463,29.46,1.0,2.0,4.0,1.0
CCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,514.2540000000001,8.179100000000005,160.96503949115842,0.0,0.0,0.0,13.0,0.0
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,443.30800000000005,1.8825999999999998,147.11468988319328,83.47,2.0,3.0,10.0,0.0
C=CC(=O)OCCCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,560.2,6.074300000000003,181.40952887653816,43.370000000000005,0.0,3.0,12.0,0.0
FC(C(F)(F)F)C(F)(F)Oc1ccccc1Br,323.03,4.321100000000001,100.50053471539243,9.23,0.0,1.0,3.0,1.0
COC(=O)c1c(OC)cccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,464.258,3.616100000000001,155.8123765930183,78.9,0.0,6.0,7.0,1.0
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,390.09499999999997,4.411900000000001,122.39621247840985,26.3,0.0,2.0,6.0,0.0
O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,362.11599999999993,2.7301,107.00765588851256,54.370000000000005,1.0,2.0,1.0,1.0
FC1(F)OC2(OC1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,344.05099999999993,3.4699,105.1307567012793,18.46,0.0,2.0,0.0,2.0
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)C(C)C,394.308,4.498620000000002,139.83969791096916,54.37,1.0,2.0,4.0,1.0
CO[Si](O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,440.22799999999995,3.685200000000001,136.26373374704423,49.69,2.0,3.0,8.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(Cl)Cl,487.4169999999999,6.730700000000001,146.68667555314434,0.0,0.0,0.0,6.0,0.0
NC(C(=O)O)C(C(F)(F)F)C(F)(F)F,225.08799999999994,1.1391,73.48787845222589,63.32000000000001,2.0,2.0,2.0,0.0
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,316.0969999999999,2.2315,92.06607723690298,63.60000000000001,1.0,3.0,4.0,0.0
[N-]=[N+]=NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,323.1209999999999,2.6866000000000003,98.16640373512601,92.13000000000001,0.0,3.0,6.0,0.0
C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],880.4490000000003,6.992900000000008,287.6664179357662,69.23,1.0,4.0,21.0,0.0
O=C(O)C(F)(F)OC(F)(F)C(F)(OC(F)(OC(F)(F)C(F)(F)C(F)(F)Cl)C(F)(F)F)C(F)(F)F,578.5300000000001,5.779800000000002,175.60302507771334,64.99000000000001,1.0,4.0,10.0,0.0
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,488.05899999999997,6.968300000000003,142.96949600152712,0.0,0.0,0.0,2.0,0.0
CSc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)F)cc1,322.27599999999995,3.2722000000000016,109.4249639900347,43.370000000000005,0.0,4.0,4.0,1.0
O.O=CC(F)(F)C(F)(F)C(F)(F)C(F)F,248.06899999999996,1.5316,77.16557823728401,48.57,0.0,1.0,4.0,0.0
Cc1ccc2nc(C(F)(F)C(F)(F)C(F)(F)F)ccc2c1,311.2,4.832620000000002,113.95123191024877,12.89,0.0,1.0,2.0,2.0
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],488.20899999999995,0.8672,179.9631354635059,57.2,0.0,3.0,6.0,0.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)Nc1cc(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,999.8660000000007,13.358019999999977,363.40451818668595,114.03999999999999,2.0,6.0,29.0,1.0
CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1056.6260000000007,14.540999999999977,359.70971032273013,82.06,1.0,5.0,33.0,0.0
COc1nc(C(F)(F)C(F)(F)C(F)(F)F)n(C)n1,281.131,2.1130999999999998,95.35528817937791,39.94,0.0,4.0,3.0,1.0
O=C([O-])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],595.268,-0.3733999999999997,217.02679053077046,86.29999999999998,1.0,4.0,10.0,0.0
COC(=O)CC(=O)C(F)(F)C(F)(F)F,220.09299999999996,1.3161999999999998,74.82822804403818,43.370000000000005,0.0,3.0,3.0,0.0
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,372.10499999999996,4.114700000000001,118.23067707548361,26.3,0.0,2.0,7.0,0.0
CCCC(OP(=O)(Oc1ccccc1)Oc1ccccc1)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,600.4140000000002,9.735199999999995,222.84519343612973,44.760000000000005,0.0,4.0,12.0,3.0
C=CC(=O)OC(F)(F)C(F)(F)N(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,697.2570000000003,6.519800000000004,216.4307579508178,63.68,0.0,4.0,13.0,0.0
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Cl,286.477,3.5141,85.8542526832509,18.46,0.0,2.0,4.0,0.0
CCCCCCC(=O)C(F)C(F)(F)F,214.20199999999994,3.426300000000002,80.48245165475112,17.07,0.0,1.0,6.0,0.0
O=S(=O)(O)OC(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)C(F)(F)F,568.2700000000001,4.680000000000002,178.71830796301413,63.60000000000001,1.0,3.0,13.0,0.0
CC=CC1(F)C(F)(F)C1(F)F,172.096,2.5550000000000006,59.696204428730276,0.0,0.0,0.0,1.0,1.0
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,466.168,3.3118,132.72324808956782,68.28,0.0,4.0,7.0,0.0
CCOP(=O)(OCC)C(CC)(C(F)(F)F)C(F)(F)F,316.17799999999994,4.525900000000003,106.34203123592141,35.53,0.0,3.0,6.0,0.0
CC[N+](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,820.2890000000004,10.293999999999995,256.44348304302457,0.0,0.0,0.0,16.0,0.0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,745.1150000000004,7.2603000000000035,223.43918776355636,40.129999999999995,0.0,2.0,14.0,0.0
O=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,316.04099999999994,3.586,94.71190853497117,17.07,0.0,1.0,2.0,0.0
N=C(O)C(F)(F)C(F)(F)C(=N)O,188.08,1.32754,63.45538848564592,88.16000000000001,4.0,2.0,3.0,0.0
C[N+](C)([O-])CCCNC(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,530.2280000000001,4.372600000000003,173.14459436611372,61.39,1.0,3.0,11.0,0.0
FC(C(F)(F)F)C(F)(F)C(F)(c1ccccc1)C(F)(F)F,328.149,4.9494000000000025,110.91146772074238,0.0,0.0,0.0,3.0,1.0
CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,520.179,6.339100000000004,165.20772557988545,26.3,0.0,2.0,10.0,0.0
NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN,718.1800000000001,4.589800000000002,221.49917018701402,110.24,4.0,4.0,13.0,0.0
O=S(=O)(O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,494.1719999999999,3.9568000000000003,148.56468874913256,74.60000000000001,2.0,3.0,8.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,766.1080000000004,10.101800000000003,226.89633844726154,24.72,0.0,2.0,12.0,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,402.038,5.059900000000002,110.04550257598557,0.0,0.0,0.0,6.0,0.0
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F,294.044,2.5198,90.54235982916246,34.14,0.0,2.0,5.0,0.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.c1ccc(N2CCNCC2)cc1,576.3,5.541300000000003,196.55919124220094,52.57,2.0,3.0,7.0,2.0
N#CC(F)(F)OC(F)(F)C(F)(F)I,318.942,2.73998,81.595252820596,33.019999999999996,0.0,2.0,3.0,0.0
CCN(CCC[N+](C)(C)CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,591.4010000000002,5.456100000000005,195.1868285070893,37.38,0.0,2.0,13.0,0.0
OC1CC(F)(F)C1(F)F,144.067,1.0216,48.2846215813911,20.23,1.0,1.0,0.0,1.0
O=C(O)C(F)(F)OC(F)(OC(F)F)C(F)(F)F,278.051,2.1052,86.70614902007938,55.760000000000005,1.0,3.0,5.0,0.0
FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,979.0090000000006,11.088600000000001,281.11132479352017,46.150000000000006,0.0,5.0,15.0,0.0
CS(=O)(=O)CC(F)(F)C(F)F,194.149,0.9314,61.121617364510904,34.14,0.0,2.0,3.0,0.0
CN1CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)CC1,296.18600000000004,1.5932999999999997,103.49289405040733,23.55,0.0,2.0,2.0,1.0
Cc1c(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(=O)O)cc1C(=O)O,476.19400000000013,5.346520000000003,162.87222548305718,83.83,2.0,3.0,7.0,1.0
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(=C)C,398.2460000000001,3.766200000000003,141.9787103331281,52.6,0.0,4.0,9.0,0.0
C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,432.17599999999993,5.234600000000002,141.49103882159966,26.3,0.0,2.0,9.0,0.0
CCOC(=O)C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,844.4120000000004,10.599799999999995,267.49835905772824,26.3,0.0,4.0,18.0,0.0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,614.1360000000002,7.284100000000005,185.72010442008823,20.23,1.0,1.0,11.0,0.0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+],431.0949999999999,3.4865999999999993,130.8683830886857,76.63,1.0,2.0,5.0,0.0
OCCCCCCOCC(F)(F)C(F)(F)C(F)(F)F,300.21399999999994,3.388600000000002,105.09025685958554,29.46,1.0,2.0,9.0,0.0
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,578.1120000000001,6.741100000000003,175.1856135998829,37.3,1.0,1.0,10.0,0.0
C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.277,3.5664000000000016,159.56934789433248,69.22999999999999,1.0,3.0,10.0,0.0
Nc1cccc(C(F)(F)C(F)(F)F)c1,211.13299999999998,2.9229000000000003,76.32885505993407,26.02,1.0,1.0,1.0,1.0
CN(C)C(F)(F)C(F)F,145.099,1.4059,50.256052652927686,3.24,0.0,1.0,2.0,0.0
OC(c1cccc(OC(F)(F)C(F)F)c1)C1CCCC1,292.27200000000005,4.146900000000003,113.91502947454845,29.46,1.0,2.0,5.0,2.0
C[N+]1(CCO)CCC(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[Cl-],575.7399999999998,1.7824999999999993,192.7692368957308,37.3,1.0,2.0,9.0,1.0
OCCSC(F)=C(F)C(F)(F)C(F)(F)F,258.15799999999996,3.0176000000000007,83.95045016567323,20.23,1.0,2.0,4.0,0.0
CC(C(O)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F,302.21399999999994,3.2118000000000015,110.20273572782602,40.46,2.0,2.0,3.0,1.0
O=[N+]([O-])c1ccc(NN=C(C(F)(F)F)C(F)(F)F)c([N+](=O)[O-])c1,346.14300000000003,3.3955,121.24071401494693,110.67000000000002,1.0,6.0,4.0,1.0
FC(F)(F)C(F)(F)C(F)(F)SCl,236.53900000000002,3.6638,70.55806258254916,0.0,0.0,1.0,2.0,0.0
O=C(Nc1c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C(F)(F)F)c1cccc([N+](=O)[O-])c1F,575.128,7.056900000000003,188.36600494152557,72.24,1.0,3.0,4.0,2.0
C[N+](C)(C)CC(O)CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,628.3650000000001,4.867800000000004,202.41692188430594,54.37,1.0,3.0,13.0,0.0
O=S(=O)(O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,742.2350000000002,8.205000000000004,223.6154617125785,54.370000000000005,1.0,2.0,14.0,0.0
FC(F)(F)C(F)(F)C(F)(F)/C=C/I,321.961,3.768,81.93000239475901,0.0,0.0,0.0,2.0,0.0
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)O,330.174,1.8860000000000001,97.91334425808914,74.6,2.0,2.0,5.0,0.0
CC(C)(C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,300.24199999999996,4.296300000000003,111.77344409002664,20.23,1.0,1.0,1.0,1.0
CN(CCC[N+](C)(C)CCCS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,570.4430000000002,2.7108000000000017,187.42343867663178,94.57999999999998,0.0,5.0,13.0,0.0
C=C(CO)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,448.17499999999995,4.207000000000001,146.28527257379565,46.53,1.0,3.0,9.0,0.0
NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,432.26399999999995,2.4184,144.9229253052923,89.25999999999999,2.0,3.0,6.0,1.0
C[SiH](C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,478.21799999999996,6.021700000000004,144.8154937713253,0.0,0.0,0.0,7.0,0.0
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,412.06699999999995,4.877300000000002,124.2956920827637,0.0,0.0,0.0,0.0,2.0
CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,501.207,2.8084000000000016,154.2519103461834,104.13999999999999,2.0,4.0,10.0,0.0
