PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
"Glycine, N-(ethylsulfonyl)-N-(heptadecafluorooctyl)-, potassium salt",95640-78-1,[K+].CCS(=O)(=O)N(CC([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H7F17KNO4S,623.32,CCS(=O)(=O)N(CC(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
N-(2-Hydroxyethyl)-N-methyl-N-(3-sulfopropyl)-3-(perfluoropentyl)-3-fluoro-2-propen-1-aminium,84070-70-2,C[N+](CCO)(CCCS([O-])(=O)=O)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H17F12NO4S,523.33,C[N+](CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCO)CCCS(=O)(=O)[O-]
"N,N′-[1,6-Hexanediylbis[(2-oxo-3,5-oxazolidinediyl)methylene]]bis[N-methyl-perfluoro-1-octanesulfonamide]",116250-61-4,CN(CC1CN(CCCCCCN2CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC2=O)C(=O)O1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C32H28F34N4O8S2,1306.66,CN(CC1CN(CCCCCCN2CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC2=O)C(=O)O1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,10-Diazido-3,3,4,4,5,5,6,6,7,7,8,8-dodecafluorodecane",132833-44-4,FC(F)(CCN=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=[N+]=[N-],C10H8F12N6,440.197,[N-]=[N+]=NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=[N+]=[N-]
N-Methyl-N-[(perfluorobutyl)sulfonyl]glycine,159381-10-9,CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F9NO4S,371.17,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-(3,4-Dimethoxyphenyl)-1-[5-(heptafluoropropyl)-5-hydroxy-3-phenyl-4,5-dihydro-1H-pyrazol-1-yl]ethanone",375354-47-5,COC1=C(OC)C=C(CC(=O)N2N=C(CC2(O)C(F)(F)C(F)(F)C(F)(F)F)C2=CC=CC=C2)C=C1,C22H19F7N2O4,508.393,COc1ccc(CC(=O)N2N=C(c3ccccc3)CC2(O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC
"4-(1,1,2,3,3,3-Hexafluoropropoxy)-N-(2-phenoxyethyl)benzamide",909351-91-3,FC(C(F)(F)F)C(F)(F)OC1=CC=C(C=C1)C(=O)NCCOC1=CC=CC=C1,C18H15F6NO3,407.312,O=C(NCCOc1ccccc1)c1ccc(OC(F)(F)C(F)C(F)(F)F)cc1
"5-Chloro-1,1,1,2,2-pentafluoropentane",1024003-32-4,FC(F)(F)C(F)(F)CCCCl,C5H6ClF5,196.55,FC(F)(F)C(F)(F)CCCCl
"1-(1-Azepanyl)-3-azido-2,2,3,3-tetrafluoro-1-propanone",1242614-42-1,FC(F)(N=[N+]=[N-])C(F)(F)C(=O)N1CCCCCC1,C9H12F4N4O,268.216,[N-]=[N+]=NC(F)(F)C(F)(F)C(=O)N1CCCCCC1
"3-(2,2,3,3,4,4,4-Heptafluorobutoxy)propanenitrile",1365808-34-9,FC(F)(F)C(F)(F)C(F)(F)COCCC#N,C7H6F7NO,253.12,N#CCCOCC(F)(F)C(F)(F)C(F)(F)F
"1-Bromo-3-(2,2,3,3,4,4,4-heptafluorobutoxy)benzene",1365808-77-0,FC(F)(F)C(F)(F)C(F)(F)COC1=CC(Br)=CC=C1,C10H6BrF7O,355.05,FC(F)(F)C(F)(F)C(F)(F)COc1cccc(Br)c1
"1,1,1,2,2,3,3,4,4-Nonafluoro-6-iodononane",1378261-30-3,CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H10F9I,416.069,CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Methyl 2-chloro-5-{1-[1-methyl-3-(pentafluoroethyl)-4-(trifluoromethyl)-1H-pyrazol-5-yl]-1H-1,2,3-triazol-4-yl}benzoate",1393097-61-4,COC(=O)C1=C(Cl)C=CC(=C1)C1=CN(N=N1)C1=C(C(=NN1C)C(F)(F)C(F)(F)F)C(F)(F)F,C17H10ClF8N5O2,503.74,COC(=O)c1cc(-c2cn(-c3c(C(F)(F)F)c(C(F)(F)C(F)(F)F)nn3C)nn2)ccc1Cl
"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxo-2-heptanylidene]-4-methylbenzohydrazide",1087654-74-7,C\C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)=N\NC(=O)C1=CC=C(C)C=C1,C15H13F7N2O2,386.27,C/C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)=N/NC(=O)c1ccc(C)cc1
"2-(5-Chloro-1,1,2,2,3,3,4,4,5,5-decafluoropentyl)-7-methyl-4H-1-benzopyran-4-one",155445-01-5,CC1=CC2=C(C=C1)C(=O)C=C(O2)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C15H7ClF10O2,444.65,Cc1ccc2c(=O)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)oc2c1
"2-Chloro-N-(1-cyanocyclopropyl)-5-(1'-methyl-3'-(1,1,2,2,2-pentafluoroethyl)-4'-(trifluoromethyl)(1,5'-bi-1H-pyrazol)-4-yl)benzamide",1621436-41-6,CN1N=C(C(=C1N1C=C(C=N1)C1=CC(C(=O)NC2(CC2)C#N)=C(Cl)C=C1)C(F)(F)F)C(F)(F)C(F)(F)F,C21H13ClF8N6O,552.81,Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-n1cc(-c2ccc(Cl)c(C(=O)NC3(C#N)CC3)c2)cn1
"2,2,3,3,3-Pentafluoropropyl propyl carbonate",1980085-61-7,CCCOC(=O)OCC(F)(F)C(F)(F)F,C7H9F5O3,236.138,CCCOC(=O)OCC(F)(F)C(F)(F)F
"1,1,2,2-Tetrafluoro-1,2-dihydroacenaphthylene",21846-40-2,FC1(F)C2=CC=CC3=CC=CC(=C23)C1(F)F,C12H6F4,226.174,FC1(F)c2cccc3cccc(c23)C1(F)F
"3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)-1-butene",243139-61-9,FC(F)(F)C(F)(C=CI)C(F)(F)F,C5H2F7I,321.964,FC(F)(F)C(F)(C=CI)C(F)(F)F
"2-Nitro-1,3,5-tris(pentafluoroethoxy)benzene",52999-51-6,[O-][N+](=O)C1=C(OC(F)(F)C(F)(F)F)C=C(OC(F)(F)C(F)(F)F)C=C1OC(F)(F)C(F)(F)F,C12H2F15NO5,525.126,O=[N+]([O-])c1c(OC(F)(F)C(F)(F)F)cc(OC(F)(F)C(F)(F)F)cc1OC(F)(F)C(F)(F)F
"2,2,3,3-Tetrafluoro-6-nitro-2,3-dihydro-1,4-benzodioxine",89586-09-4,[O-][N+](=O)C1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1,C8H3F4NO4,253.109,O=[N+]([O-])c1ccc2c(c1)OC(F)(F)C(F)(F)O2
"3,4,4-Trifluoro-3-(pentafluoroethyl)-1,2l6-oxathietane-2,2-dione",108858-07-7,FC(F)(F)C(F)(F)C1(F)C(F)(F)OS1(=O)=O,C4F8O3S,280.09,O=S1(=O)OC(F)(F)C1(F)C(F)(F)C(F)(F)F
"1,1,1,2,2-Pentafluoro-2-[(2-iodoethyl)sulfanyl]ethane",1206523-87-6,FC(F)(F)C(F)(F)SCCI,C4H4F5IS,306.03,FC(F)(F)C(F)(F)SCCI
"3-(1,1,2,2,2-Pentafluoroethylsulfanyl)propan-1-amine",1208080-59-4,NCCCSC(F)(F)C(F)(F)F,C5H8F5NS,209.18,NCCCSC(F)(F)C(F)(F)F
3-Fluoro-4-(pentafluoroethyl)benzoic acid,1355157-51-5,OC(=O)C1=CC=C(C(F)=C1)C(F)(F)C(F)(F)F,C9H4F6O2,258.119,O=C(O)c1ccc(C(F)(F)C(F)(F)F)c(F)c1
"3-(2,2,3,3,4,4-Hexafluorobutoxy)aniline",1427021-89-3,NC1=CC(OCC(F)(F)C(F)(F)C(F)F)=CC=C1,C10H9F6NO,273.178,Nc1cccc(OCC(F)(F)C(F)(F)C(F)F)c1
1-[6-(Pentafluoroethyl)pyridin-2-yl]ethan-1-one,1580464-65-8,CC(=O)C1=NC(=CC=C1)C(F)(F)C(F)(F)F,C9H6F5NO,239.145,CC(=O)c1cccc(C(F)(F)C(F)(F)F)n1
3-Chloro-4-(pentafluoroethyl)pyridine,1816286-90-4,FC(F)(F)C(F)(F)C1=C(Cl)C=NC=C1,C7H3ClF5N,231.55,FC(F)(F)C(F)(F)c1ccncc1Cl
"1,3-Dibromo-2-chloro-1,1,2,3,3-pentafluoropropane",422-79-7,FC(F)(Br)C(F)(Cl)C(F)(F)Br,C3Br2ClF5,326.28,FC(F)(Br)C(F)(Cl)C(F)(F)Br
"Trimethylsilyl 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfinate",51735-77-4,C[Si](C)(C)OS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H9F9O2SSi,356.28,C[Si](C)(C)OS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3-(1,1,2,2-Tetrafluoroethyl)aniline",585-41-1,NC1=CC(=CC=C1)C(F)(F)C(F)F,C8H7F4N,193.145,Nc1cccc(C(F)(F)C(F)F)c1
"2,2,3,3-Tetrafluoro-N,N-dimethylpropan-1-amine",813-87-6,CN(C)CC(F)(F)C(F)F,C5H9F4N,159.128,CN(C)CC(F)(F)C(F)F
Perfluorodecylcyclohexane,87667-00-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C16F32,800.125,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
"1-Chloro-2-(difluoromethoxy)-1,1,2,3,3,3-hexafluoropropane",60632-00-0,FC(F)OC(F)(C(F)(F)F)C(F)(F)Cl,C4HClF8O,252.49,FC(F)OC(F)(C(F)(F)F)C(F)(F)Cl
"6,11,14,17-Tetraoxa-7-silaeicos-1-yn-3-ol, 7,7-dibutyl-13,15,15,16,18,18,19,19,20,20,20-undecafluoro-3-methyl-13,16-bis(trifluoromethyl)-",717825-76-8,CCCC[Si](CCCC)(CCCOCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)OCCC(C)(O)C#C,C26H35F17O5Si,778.619,C#CC(C)(O)CCO[Si](CCCC)(CCCC)CCCOCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
"Perfluoro-2,3-bis[2-(fluorosulfonyl)ethoxy]propanoyl fluoride",921204-31-1,FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,C7F14O7S2,526.17,O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F
Ethylammonium perfluoro-6-(trifluoromethyl)heptanoate,54785-06-7,CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C10H8F15NO2,459.155,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
2-(((4-(4-(((2-(Methyl((nonafluorobutyl)sulfonyl)amino)ethoxy)carbonyl)amino)benzyl)phenyl)carbamoyl)oxy)ethyl prop-2-enoate,856220-62-7,CN(CCOC(=O)NC1=CC=C(CC2=CC=C(NC(=O)OCCOC(=O)C=C)C=C2)C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C27H26F9N3O8S,723.56,C=CC(=O)OCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
(Perfluorohexadecyl)hexadecene,1244062-14-3,CCCCCCCCCCCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C32H31F33,1042.547,CCCCCCCCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"4,4,5,5,6,6,7,7,8,8,8‐Undecafluorooct‐2‐enoic acid",1869-04-1,OC(=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F11O2,340.092,O=C(O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluoro-N-(2-hydroxyethyl)hexane-1-sulfonamide",106443-63-4,OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13NO3S,443.18,O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2-Trifluoro-2-(pentafluoroethoxy)ethanesulfonate",880084-69-5,[O-]S(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)F,C4HF8O4S,297.1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
"1,1,1,2,2,4,5,5,6,6,7,7,7-Tridecafluorohept-3-ene",NOCAS_1026686,FC(=CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13,332.064,FC(=CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,1,3,4,4,5,5,6,6,7,7,7-Tridecafluorohept-2-ene",NOCAS_1026698,FC(=CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13,332.064,FC(=CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Tributoxy(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",NOCAS_1026705,CCCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCCC)OCCCC,C20H31F13O3Si,594.529,CCCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCCC)OCCCC
"1,1,3,3,4,4,5,6,6,6-Decafluoro-5-(trifluoromethyl)hex-1-ene",NOCAS_1026717,FC(F)=CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7HF13,332.064,FC(F)=CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"(2R)-1,1,1-Trifluoro-3-[N-[[3-(1,1,2,2,3,3,3-heptafluoropropyl)phenyl]methyl]-3-[3-(trifluoromethoxy)phenoxy]anilino]propan-2-ol",NOCAS_1026729,O[C@H](CN(CC1=CC(=CC=C1)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(OC2=CC(OC(F)(F)F)=CC=C2)=CC=C1)C(F)(F)F,C26H18F13NO3,639.413,O[C@H](CN(Cc1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1)c1cccc(Oc2cccc(OC(F)(F)F)c2)c1)C(F)(F)F
"[3,3,4,4,5,6,6,6-Octafluoro-2-hydroxy-2-methyl-5-(trifluoromethyl)hexyl] 2-methylprop-2-enoate",NOCAS_1026731,CC(=C)C(=O)OCC(C)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C12H11F11O3,412.199,C=C(C)C(=O)OCC(C)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"N,N'-Diphenylperfluoroheptane-1,7-diamine",NOCAS_1026743,FC(F)(NC1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC1=CC=CC=C1,C19H12F14N2,534.297,FC(F)(Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Nc1ccccc1
"5,6-Dichloro-1-iodoperfluorohexane",NOCAS_1026755,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C6Cl2F11I,478.85,FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
"1,1,2,2,2-Pentafluoroethylsulfonyl 2,2,2-trifluoroacetate",NOCAS_1026767,FC(F)(F)C(=O)OS(=O)(=O)C(F)(F)C(F)(F)F,C4F8O4S,296.09,O=C(OS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
"1,1,1,4,4,5,5,5-Octafluoropentane",142347-19-1,FC(F)(F)CCC(F)(F)C(F)(F)F,C5H4F8,216.074,FC(F)(F)CCC(F)(F)C(F)(F)F
"3-(4-Butan-2-ylphenoxy)sulfonyl-1,1,2,2,3,3-hexafluoropropane-1-sulfonate",NOCAS_1026781,CCC(C)C1=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O)C=C1,C13H13F6O6S2,443.35,CCC(C)c1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-])cc1
"6-(6,6,6-Trifluorohexyl)perfluorohexylsulfonate",NOCAS_1026793,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC(F)(F)F,C12H10F15O3S,519.25,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC(F)(F)F
"3-Amino-N-[2-bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]-4-cyanobenzamide",NOCAS_1026812,NC1=C(C=CC(=C1)C(=O)NC1=C(C=C(C=C1Br)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C#N,C18H8BrF10N3O,552.17,N#Cc1ccc(C(=O)Nc2c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2C(F)(F)F)cc1N
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Hexadecafluorodecyl prop-2-enoate",NOCAS_1026824,CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,C13H8F16O2,500.179,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F
"1,1,1,2,2,3,3,4,5,5,5-Undecafluoropentane",NOCAS_1026836,FC(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11,270.045,FC(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
(Perfluoropropoxy)(prop‐1‐enyl)silane,NOCAS_1026848,CC=C[SiH2]OC(F)(F)C(F)(F)C(F)(F)F,C6H7F7OSi,256.195,CC=C[SiH2]OC(F)(F)C(F)(F)C(F)(F)F
"1,1,1,2,3,3-Hexafluoro-4-methyl-4-penten-2-ol",NOCAS_1026850,CC(=C)C(F)(F)C(O)(F)C(F)(F)F,C6H6F6O,208.103,C=C(C)C(F)(F)C(O)(F)C(F)(F)F
"1-(1,1,2,2,3,3,3-Heptafluoropropyl)cyclohexa-3,5-diene-1,3-diamine",NOCAS_1026862,NC1=CC=CC(N)(C1)C(F)(F)C(F)(F)C(F)(F)F,C9H9F7N2,278.174,NC1=CC=CC(N)(C(F)(F)C(F)(F)C(F)(F)F)C1
"6-Chloro-1-(3,3,4,4,4-pentafluorobutyl)-1H-indazole-3-carboximidamide",1350855-88-7,NC(=N)C1=NN(CCC(F)(F)C(F)(F)F)C2=C1C=CC(Cl)=C2,C12H10ClF5N4,340.68,N=C(N)c1nn(CCC(F)(F)C(F)(F)F)c2cc(Cl)ccc12
"4-[Ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)amino]-2-methylidenebutanoate",NOCAS_1026886,CCN(CCC(=C)C([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H11F17NO4S,624.29,C=C(CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-]
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10-Heptadecafluorononadecanoic acid",NOCAS_1026898,CCCCCCCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C19H21F17O2,604.348,CCCCCCCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O
"5-Bromo-1-(5-bromo-1,2,3,3,4,4,5,5-octafluoropent-1-enoxy)-1,2,3,3,4,4,5,5-octafluoropent-1-ene",NOCAS_1026905,FC(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)Br)=C(F)C(F)(F)C(F)(F)C(F)(F)Br,C10Br2F16O,599.891,FC(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)Br)=C(F)C(F)(F)C(F)(F)C(F)(F)Br
"2,6-Dibromo-4-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfinyl)aniline",NOCAS_1026917,NC1=C(Br)C=C(C=C1Br)S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H4Br2F9NOS,517.0,Nc1c(Br)cc(S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Br
"2-[4-[2,2-Difluoro-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)ethoxy]ethoxy]phenyl]-5-octoxypyrimidine",NOCAS_1026929,CCCCCCCCOC1=CN=C(N=C1)C1=CC=C(OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C26H25F15N2O4,714.472,CCCCCCCCOc1cnc(-c2ccc(OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)nc1
Perfluoronon-1-enoxybenzene,NOCAS_1026931,FC(OC1=CC=CC=C1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F17O,524.177,FC(Oc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-Chloro-5-[4-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]pyrazol-1-yl]benzoic acid",NOCAS_1026967,CC1=CC(=CC(C)=C1C1=CN(N=C1)C1=CC(C(O)=O)=C(Cl)C=C1)C(F)(C(F)(F)F)C(F)(F)F,C21H14ClF7N2O2,494.79,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1-c1cnn(-c2ccc(Cl)c(C(=O)O)c2)c1
"1-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctylsulfonyloxy)ethyl 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonate",NOCAS_1026979,CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H4F34O6S2,1026.29,CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Ethyl 2-(4,4,5,5,5-pentafluoropentyl)-9-decenoate",NOCAS_1026981,CCOC(=O)C(CCCCCCC=C)CCCC(F)(F)C(F)(F)F,C17H27F5O2,358.393,C=CCCCCCCC(CCCC(F)(F)C(F)(F)F)C(=O)OCC
"5-[4-[4-(4,4,5,5,5-Pentafluoropentylsulfanyl)butoxy]phenyl]-6-phenyl-8,9-dihydro-7H-benzo[7]annulen-2-ol",NOCAS_1026993,OC1=CC2=C(C=C1)C(C1=CC=C(OCCCCSCCCC(F)(F)C(F)(F)F)C=C1)=C(CCC2)C1=CC=CC=C1,C32H33F5O2S,576.67,Oc1ccc2c(c1)CCCC(c1ccccc1)=C2c1ccc(OCCCCSCCCC(F)(F)C(F)(F)F)cc1
"N-Methyl-3-(4,4,5,5,5-pentafluoropentylsulfinyl)propan-1-amine",NOCAS_1027008,CNCCCS(=O)CCCC(F)(F)C(F)(F)F,C9H16F5NOS,281.29,CNCCCS(=O)CCCC(F)(F)C(F)(F)F
(Perfluorobutyl)sulfonylbenzene,NOCAS_1027046,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C1=CC=CC=C1,C10H5F9O2S,360.19,O=S(=O)(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1-Fluoro-4-[1,1,2,2,3,3,4,4-octafluoro-4-(4-fluorophenyl)sulfanylbutyl]sulfanylbenzene",NOCAS_1027072,FC1=CC=C(SC(F)(F)C(F)(F)C(F)(F)C(F)(F)SC2=CC=C(F)C=C2)C=C1,C16H8F10S2,454.34,Fc1ccc(SC(F)(F)C(F)(F)C(F)(F)C(F)(F)Sc2ccc(F)cc2)cc1
1-(Pentafluoroethyl)-1-(trifluoromethyl)cyclohexane,1196870-46-8,FC(F)(F)C(F)(F)C1(CCCCC1)C(F)(F)F,C9H10F8,270.166,FC(F)(F)C(F)(F)C1(C(F)(F)F)CCCCC1
Oxybis((difluoromethoxy)difluoromethane),249932-25-0,FC(F)OC(F)(F)OC(F)(F)OC(F)F,C4H2F8O3,250.044,FC(F)OC(F)(F)OC(F)(F)OC(F)F
Perfluoro-4-oxodecalin,NOCAS_1027589,FC1(F)C(=O)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C1(F)F,C10F16O,440.083,O=C1C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F
