PREFERRED NAME,CASRN,SMILES,MOLECULAR FORMULA,AVERAGE MASS,Canonical SMILES
6:2 Fluorotelomer phosphate monoester,57678-01-0,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13O4P,444.085,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanamide",335-54-6,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F11NO,313.07,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Heptadecafluorooctan-1-ol,114292-89-6,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O,436.068,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2,2,3,4,4,4-Hexafluorobutyl 2,3-difluoropropanoate",131644-91-2,FCC(F)C(=O)OCC(F)(F)C(F)C(F)(F)F,C7H6F8O2,274.11,O=C(OCC(F)(F)C(F)C(F)(F)F)C(F)CF
"1,1,1,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorooctan-2-one",63703-12-8,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F,C8HF15O,398.071,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
"2-(2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanoyl)cyclopentan-1-one",141478-84-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C1CCCC1=O,C11H7F11O2,380.157,O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Decafluorohexane-2,5-dione",140173-05-3,FC(F)(F)C(=O)C(F)(F)C(F)(F)C(=O)C(F)(F)F,C6F10O2,294.048,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(=O)C(F)(F)F
1-Methyl-3-(pentafluoroethyl)benzene,133512-63-7,CC1=CC(=CC=C1)C(F)(F)C(F)(F)F,C9H7F5,210.147,Cc1cccc(C(F)(F)C(F)(F)F)c1
"5-(1,1,2,2-Tetrafluoroethoxy)-1,3-dihydro-2H-benzimidazole-2-thione",97963-60-5,FC(F)C(F)(F)OC1=CC2=C(NC(=S)N2)C=C1,C9H6F4N2OS,266.21,FC(F)C(F)(F)Oc1ccc2[nH]c(=S)[nH]c2c1
"[(2,2,3,3-Tetrafluoropropane-1-sulfonyl)methyl]benzene",233761-83-6,FC(F)C(F)(F)CS(=O)(=O)CC1=CC=CC=C1,C10H10F4O2S,270.24,O=S(=O)(Cc1ccccc1)CC(F)(F)C(F)F
"(2,2-Dichloro-1,1,2-trifluoroethoxy)(difluoro)acetyl fluoride",83865-23-0,FC(=O)C(F)(F)OC(F)(F)C(F)(Cl)Cl,C4Cl2F6O2,264.93,O=C(F)C(F)(F)OC(F)(F)C(F)(Cl)Cl
"Phenyl (2-chloro-1,1,2,2-tetrafluoroethoxy)(difluoro)acetate",83865-19-4,FC(F)(OC(F)(F)C(F)(F)Cl)C(=O)OC1=CC=CC=C1,C10H5ClF6O3,322.59,O=C(Oc1ccccc1)C(F)(F)OC(F)(F)C(F)(F)Cl
"1,1,1,2,3,3-Hexafluoro-4-methylpentane",53072-71-2,CC(C)C(F)(F)C(F)C(F)(F)F,C6H8F6,194.12,CC(C)C(F)(F)C(F)C(F)(F)F
"N,N-Dichloro-2,2-difluoro-2-(trifluoromethoxy)acetamide",86451-46-9,FC(F)(F)OC(F)(F)C(=O)N(Cl)Cl,C3Cl2F5NO2,247.93,O=C(N(Cl)Cl)C(F)(F)OC(F)(F)F
"3-(1,1,1,2,3,3,3-Heptafluoropropane-2-sulfonyl)benzoic acid",88489-81-0,OC(=O)C1=CC(=CC=C1)S(=O)(=O)C(F)(C(F)(F)F)C(F)(F)F,C10H5F7O4S,354.19,O=C(O)c1cccc(S(=O)(=O)C(F)(C(F)(F)F)C(F)(F)F)c1
"4-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid",88489-76-3,OC(=O)C1=CC=C(SC(F)(C(F)(F)F)C(F)(F)F)C=C1,C10H5F7O2S,322.2,O=C(O)c1ccc(SC(F)(C(F)(F)F)C(F)(F)F)cc1
Dibromo[tris(pentafluoroethyl)]-lambda~5~-stibane,194549-90-1,FC(F)(F)C(F)(F)[Sb](Br)(Br)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C6Br2F15Sb,638.61,FC(F)(F)[C](F)(F)[Sb]([Br])([Br])([C](F)(F)C(F)(F)F)[C](F)(F)C(F)(F)F
"1,1,1,2,2,5,5,5-Octafluoro-4-(trifluoromethyl)pentane",90278-01-6,FC(F)(F)C(CC(F)(F)C(F)(F)F)C(F)(F)F,C6H3F11,284.072,FC(F)(F)C(CC(F)(F)C(F)(F)F)C(F)(F)F
"1,1,1-Trichloro-3,3,4,4,4-pentafluorobutan-2-one",87375-47-1,FC(F)(F)C(F)(F)C(=O)C(Cl)(Cl)Cl,C4Cl3F5O,265.39,O=C(C(Cl)(Cl)Cl)C(F)(F)C(F)(F)F
"2-Butyl-2,3,3,4,4,5,5-heptafluorooxolane",76298-23-2,CCCCC1(F)OC(F)(F)C(F)(F)C1(F)F,C8H9F7O,254.148,CCCCC1(F)OC(F)(F)C(F)(F)C1(F)F
"[4-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)phenyl]methanol",892154-66-4,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C13H11F9O,354.216,OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
4-((Perfluorohexyl)ethyl)phenylmethanol,356055-76-0,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C15H11F13O,454.231,OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
Hexafluoropropan-2-one--(~2~H_2_)water (1/1),72301-81-6,[2H]O[2H].FC(F)(F)C(=O)C(F)(F)F,C3D2F6O2,186.05,O=C(C(F)(F)F)C(F)(F)F.[2H]O[2H]
Pentafluoroethyl prop-2-enoate,19089-73-7,FC(F)(F)C(F)(F)OC(=O)C=C,C5H3F5O2,190.069,C=CC(=O)OC(F)(F)C(F)(F)F
"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol",15052-92-3,OC(C(F)=C(F)F)(C(F)(F)F)C(F)(F)F,C5HF9O,248.048,OC(C(F)=C(F)F)(C(F)(F)F)C(F)(F)F
"1,1,2,2,3,3,4,4,5,5,6,6,7-Tridecafluorooctan-1-ol",112708-16-4,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)(F)F,C8H5F13O,364.106,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)(F)F
"3-[Bromo(difluoro)methyl]-3,4,4,4-tetrafluorobut-1-ene",2546-54-5,FC(F)(F)C(F)(C=C)C(F)(F)Br,C5H3BrF6,256.973,C=CC(F)(C(F)(F)F)C(F)(F)Br
Trimethoxy(tridecafluorohexyl)silane,84464-05-1,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H9F13O3Si,440.232,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2-Trifluoro-2-(trifluoromethyl)cyclopropane",380-51-8,FC(F)(F)C1(F)CC1(F)F,C4H2F6,164.05,FC(F)(F)C1(F)CC1(F)F
"4-Chloro-2,2-bis(trifluoromethyl)-2H-1,3-dioxole",89444-44-0,FC(F)(F)C1(OC=C(Cl)O1)C(F)(F)F,C5HClF6O2,242.5,FC(F)(F)C1(C(F)(F)F)OC=C(Cl)O1
Perfluoroheptanesulphonyl fluoride,335-71-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,C7F16O2S,452.11,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1H,1H,7H-Dodecafluoro-1-heptanol",335-99-9,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H4F12O,332.089,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
Perfluamine,338-83-0,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C9F21N,521.072,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
"1,3-Dichloro-1,2,2,3,4,4-hexafluoro-cyclobutane",356-19-4,FC1(F)C(F)(Cl)C(F)(F)C1(F)Cl,C4Cl2F6,232.93,FC1(F)C(F)(Cl)C(F)(F)C1(F)Cl
Ethyl perfluorobutanoate,356-27-4,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,C6H5F7O2,242.093,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F
"1H,1H-Perfluoropropyl acrylate",356-86-5,FC(F)(F)C(F)(F)COC(=O)C=C,C6H5F5O2,204.096,C=CC(=O)OCC(F)(F)C(F)(F)F
Heptafluorobutyronitrile,375-00-8,FC(F)(F)C(F)(F)C(F)(F)C#N,C4F7N,195.04,N#CC(F)(F)C(F)(F)C(F)(F)F
Heptafluorobutyryl Chloride,375-16-6,FC(F)(F)C(F)(F)C(F)(F)C(Cl)=O,C4ClF7O,232.48,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)F
Perfluoropentanoyl fluoride,375-62-2,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5F10O,266.038,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1-Bromopentadecafluoroheptane,375-88-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,C7BrF15,448.957,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
Pentafluoropropiononitrile,422-04-8,FC(F)(F)C(F)(F)C#N,C3F5N,145.032,N#CC(F)(F)C(F)(F)F
Perfluoropropionyl chloride,422-59-3,FC(F)(F)C(F)(F)C(Cl)=O,C3ClF5O,182.47,O=C(Cl)C(F)(F)C(F)(F)F
"1H-Perfluoro-1,1-propanediol",422-63-9,OC(O)C(F)(F)C(F)(F)F,C3H3F5O2,166.047,OC(O)C(F)(F)C(F)(F)F
"1,1,1,4,4-Pentafluoro-2-(trifluoromethyl)butane",143193-99-1,FC(F)CC(C(F)(F)F)C(F)(F)F,C5H4F8,216.074,FC(F)CC(C(F)(F)F)C(F)(F)F
"1,1,2,2,3,3,4,4,5,5-Decafluoro-6-(heptafluoropropyl)-6-(trifluoromethyl)cyclohexane",73188-76-8,FC(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C10F20,500.078,FC(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
"Triethoxy(3,3,4,4,4-pentafluorobutyl)silane",736154-66-8,CCO[Si](CCC(F)(F)C(F)(F)F)(OCC)OCC,C10H19F5O3Si,310.336,CCO[Si](CCC(F)(F)C(F)(F)F)(OCC)OCC
Trimethoxy(undecafluoropentyl)silane,84464-04-0,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F11O3Si,390.224,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2,3,3,4,4-Octafluoro-1-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-6-iodohexane",25080-24-4,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI)C(F)(F)F,C9H4F15IO,540.011,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI)C(F)(F)F
"1-[4-(1,1,2,2-Tetrafluoro-2-phenylethyl)phenyl]ethan-1-one",40396-63-2,CC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C1=CC=CC=C1,C16H12F4O,296.265,CC(=O)c1ccc(C(F)(F)C(F)(F)c2ccccc2)cc1
"2,2,3,3,4,5,5-Heptafluoro-4-(pentafluoroethyl)oxolane",61340-72-5,FC(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F,C6F12O,316.046,FC(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F
"1-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)pyridin-1-ium iodide",88992-49-8,[I-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=CC=C1,C13H9F13IN,553.106,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccccc1.[I-]
"1,1,3,4,4,4-Hexafluoro-3-(trifluoromethyl)butan-2-one",64081-04-5,FC(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,C5HF9O,248.048,O=C(C(F)F)C(F)(C(F)(F)F)C(F)(F)F
"2,2,3,3-Tetrafluoro-3-methoxypropanamide",77946-87-3,COC(F)(F)C(F)(F)C(N)=O,C4H5F4NO2,175.083,COC(F)(F)C(F)(F)C(N)=O
"4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)bis(2-bromophenol)",189039-61-0,OC1=C(Br)C=C(C=C1)C(C1=CC(Br)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,C15H8Br2F6O2,494.025,Oc1ccc(C(c2ccc(O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br
"2,2,3,3,4,4-Hexafluoro-4-(1,1,2-trifluoro-2-oxoethoxy)butanoyl fluoride",63095-45-4,FC(=O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)=O,C6F10O3,310.047,O=C(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(=O)F
"5,7-Bis(pentafluoroethyl)-1,8-naphthyridin-2-amine",51750-43-7,NC1=NC2=C(C=C1)C(=CC(=N2)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C12H5F10N3,381.177,Nc1ccc2c(C(F)(F)C(F)(F)F)cc(C(F)(F)C(F)(F)F)nc2n1
"4-Amino-6-(pentafluoroethyl)benzene-1,3-disulfonamide",654-58-0,NC1=C(C=C(C(=C1)C(F)(F)C(F)(F)F)S(N)(=O)=O)S(N)(=O)=O,C8H8F5N3O4S2,369.28,Nc1cc(C(F)(F)C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O
"2,2,3,3,5,5,6,6-Octafluorocyclohexane-1,4-dione",17222-07-0,FC1(F)C(=O)C(F)(F)C(F)(F)C(=O)C1(F)F,C6F8O2,256.051,O=C1C(F)(F)C(F)(F)C(=O)C(F)(F)C1(F)F
"(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(phenylphosphane)",63878-93-3,FC(F)(PC1=CC=CC=C1)C(F)(F)PC1=CC=CC=C1,C14H12F4P2,318.191,FC(F)(Pc1ccccc1)C(F)(F)Pc1ccccc1
"1-(4-Methylphenyl)-2,2-bis(trifluoromethyl)aziridine",64030-45-1,CC1=CC=C(C=C1)N1CC1(C(F)(F)F)C(F)(F)F,C11H9F6N,269.19,Cc1ccc(N2CC2(C(F)(F)F)C(F)(F)F)cc1
"2-Phenyl-4,4-bis(trifluoromethyl)quinazolin-1(4H)-ol",62457-67-4,ON1C2=CC=CC=C2C(N=C1C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C16H10F6N2O,360.259,ON1C(c2ccccc2)=NC(C(F)(F)F)(C(F)(F)F)c2ccccc21
"2,4,6,6,7,7-Hexafluoro-1,5-dimethoxy-8-oxabicyclo[3.2.1]octan-3-one",65594-12-9,COC12OC(OC)(C(F)C(=O)C1F)C(F)(F)C2(F)F,C9H8F6O4,294.149,COC12OC(OC)(C(F)C(=O)C1F)C(F)(F)C2(F)F
"2,2,3,3,3-Pentafluoro-1-(piperazin-1-yl)propan-1-one",89245-12-5,FC(F)(F)C(F)(F)C(=O)N1CCNCC1,C7H9F5N2O,232.154,O=C(N1CCNCC1)C(F)(F)C(F)(F)F
"1-Iodo-1H,1H,2H,2H-perfluoroheptane",1682-31-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,C7H4F11I,423.996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
"1,1,1,2,3,3-Hexafluoro-3-[2-(1,1,2,3,3,3-hexafluoropropoxy)ethoxy]propane",479075-22-4,FC(C(F)(F)F)C(F)(F)OCCOC(F)(F)C(F)C(F)(F)F,C8H6F12O2,362.115,FC(C(F)(F)F)C(F)(F)OCCOC(F)(F)C(F)C(F)(F)F
"2,2,3,3,4,4,4-Heptafluoro-N-(2,2,3,3,4,4,4-heptafluorobutyl)butan-1-amine",356-08-1,FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F,C8H5F14N,381.113,FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F
[4-(2-tert-Butoxy-2-oxoethoxy)phenyl](diphenyl)sulfanium nonafluorobutane-1-sulfonate,857285-80-4,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)OC(=O)COC1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1,C28H25F9O6S2,692.61,CC(C)(C)OC(=O)COc1ccc([S+](c2ccccc2)c2ccccc2)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-(Difluoromethyl)-1,1,1,2,3,3-hexafluoropropane",65781-21-7,FC(F)C(F)(C(F)F)C(F)(F)F,C4H2F8,202.047,FC(F)C(F)(C(F)F)C(F)(F)F
Pentadecafluoroheptyl 2-methylprop-2-enoate,96724-20-8,CC(=C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H5F15O2,454.135,C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3H-Perfluorobutanoic acid,379-90-8,OC(=O)C(F)(F)C(F)C(F)(F)F,C4H2F6O2,196.048,O=C(O)C(F)(F)C(F)C(F)(F)F
"9,9,10,10,11,11,12,12,12-Nonafluorododecan-1-ol",133001-14-6,OCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H17F9O,348.253,OCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"Tris[1,1,2,2,3,4,4,4-octafluoro-3-(trifluoromethyl)butyl](oxo)-lambda~5~-phosphane",61908-82-5,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)P(=O)(C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C15F33OP,854.085,O=P(C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"Propan-2-yl 4-nitro-2-(1,1,2,2-tetrafluoroethyl)-6-(trifluoromethyl)-1H-benzimidazole-1-carboxylate",57322-65-3,CC(C)OC(=O)N1C2=C(N=C1C(F)(F)C(F)F)C(=CC(=C2)C(F)(F)F)[N+]([O-])=O,C14H10F7N3O4,417.24,CC(C)OC(=O)n1c(C(F)(F)C(F)F)nc2c([N+](=O)[O-])cc(C(F)(F)F)cc21
Octacosafluoro-14-iodo-2-(trifluoromethyl)tetradecane,3248-63-3,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C15F31I,896.02,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
"2,2,3,3,3-Pentafluoropropyl trifluoroacetate",603312-66-9,FC(F)(F)C(=O)OCC(F)(F)C(F)(F)F,C5H2F8O2,246.056,O=C(OCC(F)(F)C(F)(F)F)C(F)(F)F
"1,1,1,2,2-Pentafluoro-2-[(pentafluoroethyl)selanyl]ethane",6123-61-1,FC(F)(F)C(F)(F)[Se]C(F)(F)C(F)(F)F,C4F10Se,316.999,FC(F)(F)C(F)(F)[Se]C(F)(F)C(F)(F)F
"1,1,4,4,5,5,5-Heptafluoro-2-methoxy-3-(trifluoromethyl)pent-1-ene",67544-90-5,COC(C(C(F)(F)F)C(F)(F)C(F)(F)F)=C(F)F,C7H4F10O,294.092,COC(=C(F)F)C(C(F)(F)F)C(F)(F)C(F)(F)F
"2-(Pentafluoroethyl)-1,3-benzoxazole",64995-45-5,FC(F)(F)C(F)(F)C1=NC2=CC=CC=C2O1,C9H4F5NO,237.129,FC(F)(F)C(F)(F)c1nc2ccccc2o1
"Trichloro(1,1,1,2,3,3-hexafluoropropan-2-yl)silane",60002-07-5,FC(F)C(F)(C(F)(F)F)[Si](Cl)(Cl)Cl,C3HCl3F6Si,285.47,FC(F)C(F)(C(F)(F)F)[Si](Cl)(Cl)Cl
"(1,1,1,2,3,3-Hexafluoropropan-2-yl)(trimethyl)silane",62281-35-0,C[Si](C)(C)C(F)(C(F)F)C(F)(F)F,C6H10F6Si,224.221,C[Si](C)(C)C(F)(C(F)F)C(F)(F)F
"Sodium 2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptanoate",2264-25-7,[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7HF12NaO2,368.054,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+]
"5-Amino-1,1,1,2,2,3,3-heptafluoroheptan-4-ol--hydrogen chloride (1/1)",308-37-2,Cl.CCC(N)C(O)C(F)(F)C(F)(F)C(F)(F)F,C7H11ClF7NO,293.61,CCC(N)C(O)C(F)(F)C(F)(F)C(F)(F)F.Cl
"1,1,3,3-Tetramethyl-1,3-bis((perfluorohexyl)ethyl)disiloxane",71363-70-7,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20H20F26OSi2,826.507,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"5,6,6,6-Tetrafluoro-4-oxo-5-(trifluoromethyl)hexanoic acid",62656-74-0,OC(=O)CCC(=O)C(F)(C(F)(F)F)C(F)(F)F,C7H5F7O3,270.103,O=C(O)CCC(=O)C(F)(C(F)(F)F)C(F)(F)F
"2,2,3,3,3-Pentafluoropropan-1-amine--hydrogen chloride (1/1)",374-14-1,Cl.NCC(F)(F)C(F)(F)F,C3H5ClF5N,185.52,Cl.NCC(F)(F)C(F)(F)F
"1,1'-{(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis[(4,1-phenylene)oxy]}dibenzene",149963-10-0,FC(F)(C1=CC=C(OC2=CC=CC=C2)C=C1)C(F)(F)C1=CC=C(OC2=CC=CC=C2)C=C1,C26H18F4O2,438.422,FC(F)(c1ccc(Oc2ccccc2)cc1)C(F)(F)c1ccc(Oc2ccccc2)cc1
Perfluorooctane sulfonamido amine,13417-01-1,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H13F17N2O2S,584.29,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Ethyl perfluoropentanyl ketone,383177-55-7,CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F11O,326.109,CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluoro-tert-butyl isobutyrate,914637-43-7,CC(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C8H7F9O2,306.128,CC(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F
"1-Bromo-1,1,2,2-tetrafluoro-4-iodobutane",129587-49-1,FC(F)(Br)C(F)(F)CCI,C4H4BrF4I,334.878,FC(F)(Br)C(F)(F)CCI
Ammonium perfluorononanesulfonate,17202-41-4,[NH4+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F19NO3S,567.16,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
"1,1,2,2-Tetrahydroperfluorobutyl acrylate",17527-31-0,FC(F)(F)C(F)(F)CCOC(=O)C=C,C7H7F5O2,218.123,C=CC(=O)OCCC(F)(F)C(F)(F)F
"1,2-Dibromo-1,1,2,3,3-pentafluoro-3-(trifluoromethoxy)propane",885275-98-9,FC(F)(F)OC(F)(F)C(F)(Br)C(F)(F)Br,C4Br2F8O,375.838,FC(F)(F)OC(F)(F)C(F)(Br)C(F)(F)Br
"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid",32347-41-4,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C10HF19O3,530.085,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F
"1,4-Dibromo-1,1,2,2-tetrafluorobutane",18599-20-7,FC(F)(Br)C(F)(F)CCBr,C4H4Br2F4,287.878,FC(F)(Br)C(F)(F)CCBr
"2,2,3,3,3-Pentafluoro-1-(pyrrolidin-1-yl)propan-1-one",686720-34-3,FC(F)(F)C(F)(F)C(=O)N1CCCC1,C7H8F5NO,217.139,O=C(N1CCCC1)C(F)(F)C(F)(F)F
